communityIdNumber,communityName,county,state,initialFloodHazardBoundaryMap,initialFloodInsuranceRateMap,currentlyEffectiveMapDate,regularEmergencyProgramDate,tribal,participatingInNFIP,originalEntryDate,classRatingEffectiveDate,classRating,sfhaDiscount,nonSfhaDiscount,lastRefresh
421595,"LYKENS, TOWNSHIP OF",DAUPHIN COUNTY,PA,1975-01-31T00:00:00.000Z,1985-10-15T00:00:00.000Z,08/02/12(M),10/15/85,0,1,,,,,,2024-11-09T09:17:50.445Z
421596,"MIFFLIN, TOWNSHIP OF",DAUPHIN COUNTY,PA,1974-11-29T00:00:00.000Z,1976-06-25T00:00:00.000Z,08/02/12(M),06/25/76,0,1,,,,,,2024-11-09T09:17:50.451Z
421597,"RUSH, TOWNSHIP OF",DAUPHIN COUNTY,PA,1975-01-31T00:00:00.000Z,1985-08-19T00:00:00.000Z,08/02/12(M),08/19/85,0,1,,,,,,2024-11-09T09:17:50.457Z
421598,"WASHINGTON, TOWNSHIP OF",DAUPHIN COUNTY,PA,1974-12-13T00:00:00.000Z,1987-12-17T00:00:00.000Z,08/02/12,12/17/87,0,1,,,,,,2024-11-09T09:17:50.464Z
421599,"WAYNE, TOWNSHIP OF",DAUPHIN COUNTY,PA,1975-01-17T00:00:00.000Z,1985-08-05T00:00:00.000Z,08/02/12(M),08/05/85,0,1,,,,,,2024-11-09T09:17:50.470Z
421600,"WEST HANOVER, TOWNSHIP OF",DAUPHIN COUNTY,PA,1975-01-24T00:00:00.000Z,1980-03-18T00:00:00.000Z,08/02/12,03/18/80,0,1,,,,,,2024-11-09T09:17:50.476Z
421601,"WILLIAMS, TOWNSHIP OF",DAUPHIN COUNTY,PA,1974-12-13T00:00:00.000Z,1985-10-15T00:00:00.000Z,08/02/12(M),10/15/85,0,1,,,,,,2024-11-09T09:17:50.482Z
120230,PASCO COUNTY *,PASCO COUNTY,FL,1977-11-04T00:00:00.000Z,1981-11-18T00:00:00.000Z,06/05/20,11/18/81,0,1,1992-10-01T00:00:00.000Z,2024-10-01T00:00:00.000Z,5,25%,10%,2024-11-09T09:16:06.071Z
120231,"DADE CITY, CITY OF",PASCO COUNTY,FL,1974-01-04T00:00:00.000Z,1981-08-17T00:00:00.000Z,09/26/14,08/17/81,0,1,,,,,,2024-11-09T09:16:06.079Z
120232,"NEW PORT RICHEY, CITY OF",PASCO COUNTY,FL,1974-01-04T00:00:00.000Z,1981-08-17T00:00:00.000Z,06/05/20,08/17/81,0,1,1993-10-01T00:00:00.000Z,2021-10-01T00:00:00.000Z,7,15%,05%,2024-11-09T09:16:06.088Z
120234,"PORT RICHEY, CITY OF",PASCO COUNTY,FL,1974-01-16T00:00:00.000Z,1981-08-17T00:00:00.000Z,06/05/20,08/17/81,0,1,1992-10-01T00:00:00.000Z,2007-10-01T00:00:00.000Z,7,15%,05%,2024-11-09T09:16:06.098Z
120235,"ZEPHYRHILLS, CITY OF",PASCO COUNTY,FL,1974-02-01T00:00:00.000Z,1983-04-08T00:00:00.000Z,09/26/14,04/08/83,0,1,,,,,,2024-11-09T09:16:06.105Z
120239,"BELLEAIR BLUFFS, CITY OF",PINELLAS COUNTY,FL,1974-06-28T00:00:00.000Z,1977-08-15T00:00:00.000Z,08/24/21,08/15/77,0,1,2015-10-01T00:00:00.000Z,2015-10-01T00:00:00.000Z,7,15%,05%,2024-11-09T09:16:06.115Z
120245,"KENNETH CITY, TOWN OF",PINELLAS COUNTY,FL,1974-06-28T00:00:00.000Z,1981-01-16T00:00:00.000Z,08/24/21,01/16/81,0,1,1992-10-01T00:00:00.000Z,2006-05-01T00:00:00.000Z,8,10%,05%,2024-11-09T09:16:06.125Z
120250,"OLDSMAR, CITY OF",PINELLAS COUNTY,FL,1970-09-08T00:00:00.000Z,1971-05-21T00:00:00.000Z,08/24/21,05/21/71,0,1,1992-10-01T00:00:00.000Z,2006-05-01T00:00:00.000Z,6,20%,10%,2024-11-09T09:16:06.138Z
421602,"ASTON, TOWNSHIP OF",DELAWARE COUNTY,PA,1974-10-25T00:00:00.000Z,1981-07-16T00:00:00.000Z,11/18/09,07/16/81,0,1,,,,,,2024-11-09T09:17:50.488Z
120251,"PINELLAS PARK, CITY OF",PINELLAS COUNTY,FL,1974-06-07T00:00:00.000Z,1977-08-15T00:00:00.000Z,08/24/21,08/15/77,0,1,1991-10-01T00:00:00.000Z,2017-10-01T00:00:00.000Z,6,20%,10%,2024-11-09T09:16:06.148Z
120257,"SEMINOLE, CITY OF",PINELLAS COUNTY,FL,1974-11-29T00:00:00.000Z,1981-06-01T00:00:00.000Z,08/24/21,06/01/81,0,1,,,,,,2024-11-09T09:16:06.157Z
120259,"TARPON SPRINGS, CITY OF",PINELLAS COUNTY,FL,1970-08-06T00:00:00.000Z,1971-05-14T00:00:00.000Z,08/24/21,05/14/71,0,1,1992-10-01T00:00:00.000Z,2023-04-01T00:00:00.000Z,5,25%,10%,2024-11-09T09:16:06.165Z
120261,POLK COUNTY*,POLK COUNTY,FL,1977-05-13T00:00:00.000Z,1983-01-19T00:00:00.000Z,12/22/16,01/19/83,0,1,1992-10-01T00:00:00.000Z,2011-10-01T00:00:00.000Z,6,20%,10%,2024-11-09T09:16:06.180Z
120262,"AUBURNDALE, CITY OF",POLK COUNTY,FL,1974-02-01T00:00:00.000Z,1979-05-11T00:00:00.000Z,12/22/16,05/11/79,0,1,,,,,,2024-11-09T09:16:06.188Z
120263,"BARTOW, CITY OF",POLK COUNTY,FL,1974-01-23T00:00:00.000Z,1980-12-16T00:00:00.000Z,12/22/16,12/16/80,0,1,,,,,,2024-11-09T09:16:06.197Z
120264,"FORT MEADE, CITY OF",POLK COUNTY,FL,1974-01-16T00:00:00.000Z,1980-11-05T00:00:00.000Z,12/22/16,11/05/80,0,1,,,,,,2024-11-09T09:16:06.205Z
120265,"FROSTPROOF, CITY OF",POLK COUNTY,FL,1974-01-16T00:00:00.000Z,1980-05-01T00:00:00.000Z,12/22/16,05/01/80,0,1,,,,,,2024-11-09T09:16:06.213Z
120266,"HAINES CITY, CITY OF",POLK COUNTY,FL,1974-06-07T00:00:00.000Z,1981-09-16T00:00:00.000Z,12/22/16,09/16/81,0,1,,,,,,2024-11-09T09:16:06.219Z
120267,"LAKELAND, CITY OF",POLK COUNTY,FL,1974-03-01T00:00:00.000Z,1981-09-16T00:00:00.000Z,12/22/16,09/16/81,0,1,2004-10-01T00:00:00.000Z,2009-10-01T00:00:00.000Z,7,15%,05%,2024-11-09T09:16:06.227Z
120268,"MULBERRY, CITY OF",POLK COUNTY,FL,1973-12-28T00:00:00.000Z,1981-02-04T00:00:00.000Z,12/22/16,02/04/81,0,1,,,,,,2024-11-09T09:16:06.235Z
120271,"WINTER HAVEN, CITY OF",POLK COUNTY,FL,1974-08-16T00:00:00.000Z,1981-09-30T00:00:00.000Z,12/22/16,09/30/81,0,1,2017-10-01T00:00:00.000Z,2017-10-01T00:00:00.000Z,8,10%,05%,2024-11-09T09:16:06.242Z
120272,PUTNAM COUNTY *,PUTNAM COUNTY,FL,1975-01-10T00:00:00.000Z,1981-09-16T00:00:00.000Z,02/02/12,09/16/81,0,1,2016-10-01T00:00:00.000Z,2016-10-01T00:00:00.000Z,8,10%,05%,2024-11-09T09:16:06.248Z
120273,"PALATKA, CITY OF",PUTNAM COUNTY,FL,1974-07-19T00:00:00.000Z,1980-06-04T00:00:00.000Z,02/02/12,06/04/80,0,1,,,,,,2024-11-09T09:16:06.255Z
120274,SANTA ROSA COUNTY *,SANTA ROSA COUNTY,FL,1975-01-24T00:00:00.000Z,1977-10-14T00:00:00.000Z,11/19/21,10/14/77,0,1,1993-10-01T00:00:00.000Z,2011-10-01T00:00:00.000Z,5,25%,10%,2024-11-09T09:16:06.261Z
120275,"GULF BREEZE, CITY OF",SANTA ROSA COUNTY,FL,1974-06-28T00:00:00.000Z,1977-09-01T00:00:00.000Z,11/19/21,09/01/77,0,1,1993-10-01T00:00:00.000Z,2013-10-01T00:00:00.000Z,7,15%,05%,2024-11-09T09:16:06.268Z
120276,"MILTON, CITY OF",SANTA ROSA COUNTY,FL,1974-05-24T00:00:00.000Z,1977-06-01T00:00:00.000Z,11/19/21,06/01/77,0,1,2007-10-01T00:00:00.000Z,2012-05-01T00:00:00.000Z,6,20%,10%,2024-11-09T09:16:06.274Z
120279,"NORTH PORT, CITY OF",SARASOTA COUNTY,FL,1977-06-10T00:00:00.000Z,1981-09-02T00:00:00.000Z,03/27/24,09/02/81,0,1,1992-10-01T00:00:00.000Z,2020-05-01T00:00:00.000Z,5,25%,10%,2024-11-09T09:16:06.280Z
120285,ST. LUCIE COUNTY *,ST. LUCIE COUNTY,FL,1975-01-24T00:00:00.000Z,1981-08-17T00:00:00.000Z,02/19/20,08/17/81,0,1,1994-10-01T00:00:00.000Z,2024-04-01T00:00:00.000Z,5,25%,10%,2024-11-09T09:16:06.286Z
120286,"FORT PIERCE, CITY OF",ST. LUCIE COUNTY,FL,1974-05-24T00:00:00.000Z,1977-12-01T00:00:00.000Z,02/19/20,12/01/77,0,1,1992-10-01T00:00:00.000Z,2012-05-01T00:00:00.000Z,6,20%,10%,2024-11-09T09:16:06.293Z
120287,"PORT ST. LUCIE, CITY OF",ST. LUCIE COUNTY,FL,1974-12-13T00:00:00.000Z,1982-03-15T00:00:00.000Z,02/19/20,03/15/82,0,1,1991-10-01T00:00:00.000Z,2023-04-01T00:00:00.000Z,5,25%,10%,2024-11-09T09:16:06.299Z
120288,"ST. LUCIE VILLAGE, TOWN OF",ST. LUCIE COUNTY,FL,1974-11-29T00:00:00.000Z,1980-04-01T00:00:00.000Z,02/19/20,04/01/80,0,1,,,,,,2024-11-09T09:16:06.305Z
120289,SEMINOLE COUNTY*,SEMINOLE COUNTY,FL,1975-01-17T00:00:00.000Z,1981-05-05T00:00:00.000Z,09/28/07,05/05/81,0,1,1991-10-01T00:00:00.000Z,2011-05-01T00:00:00.000Z,6,20%,10%,2024-11-09T09:16:06.312Z
120290,"ALTAMONTE SPRINGS, CITY OF",SEMINOLE COUNTY,FL,1974-02-15T00:00:00.000Z,1980-03-18T00:00:00.000Z,09/28/07,03/18/80,0,1,1994-10-01T00:00:00.000Z,2014-05-01T00:00:00.000Z,7,15%,05%,2024-11-09T09:16:06.318Z
120291,"CASSELBERRY, CITY OF",SEMINOLE COUNTY,FL,1974-02-01T00:00:00.000Z,1980-07-02T00:00:00.000Z,09/28/07,07/02/80,0,1,2019-10-01T00:00:00.000Z,2019-10-01T00:00:00.000Z,8,10%,05%,2024-11-09T09:16:06.325Z
120292,"LONGWOOD, CITY OF",SEMINOLE COUNTY,FL,1974-01-23T00:00:00.000Z,1980-03-18T00:00:00.000Z,09/28/07,03/18/80,0,1,1996-10-01T00:00:00.000Z,2010-10-01T00:00:00.000Z,10,,0%,2024-11-09T09:16:06.331Z
120293,"OVIEDO, CITY OF",SEMINOLE COUNTY,FL,1974-01-23T00:00:00.000Z,1979-09-28T00:00:00.000Z,09/28/07,09/28/79,0,1,2008-10-01T00:00:00.000Z,2013-10-01T00:00:00.000Z,6,20%,10%,2024-11-09T09:16:06.337Z
120294,"SANFORD, CITY OF",SEMINOLE COUNTY,FL,1974-08-16T00:00:00.000Z,1980-09-17T00:00:00.000Z,09/28/07,09/17/80,0,1,2016-10-01T00:00:00.000Z,2016-10-01T00:00:00.000Z,7,15%,05%,2024-11-09T09:16:06.343Z
120295,"WINTER SPRINGS, CITY OF",SEMINOLE COUNTY,FL,1975-01-10T00:00:00.000Z,1981-09-16T00:00:00.000Z,09/28/07,09/16/81,0,1,1993-10-01T00:00:00.000Z,2013-05-01T00:00:00.000Z,6,20%,10%,2024-11-09T09:16:06.350Z
120296,SUMTER COUNTY *,SUMTER COUNTY,FL,1977-06-17T00:00:00.000Z,1982-03-15T00:00:00.000Z,06/05/20,03/15/82,0,1,1995-10-01T00:00:00.000Z,2020-05-01T00:00:00.000Z,6,20%,10%,2024-11-09T09:16:06.358Z
120297,"BUSHNELL, CITY OF",SUMTER COUNTY,FL,1974-01-04T00:00:00.000Z,1976-06-25T00:00:00.000Z,06/05/20,06/25/76,0,1,,,,,,2024-11-09T09:16:06.364Z
120298,"WEBSTER, CITY OF",SUMTER COUNTY,FL,1973-11-23T00:00:00.000Z,1987-07-01T00:00:00.000Z,06/05/20,07/01/87,0,1,,,,,,2024-11-09T09:16:06.372Z
120299,"WILDWOOD, CITY OF",SUMTER COUNTY,FL,1974-01-23T00:00:00.000Z,1980-12-26T00:00:00.000Z,06/05/20,12/26/80,0,1,,,,,,2024-11-09T09:16:06.378Z
120300,SUWANNEE COUNTY*,SUWANNEE COUNTY,FL,1976-02-13T00:00:00.000Z,1988-01-06T00:00:00.000Z,08/28/18,01/06/88,0,1,1996-10-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,10,,0%,2024-11-09T09:16:06.385Z
421603,"DARBY, TOWNSHIP OF",DELAWARE COUNTY,PA,1974-08-30T00:00:00.000Z,1984-04-03T00:00:00.000Z,09/02/15,04/03/84,0,1,,,,,,2024-11-09T09:17:50.494Z
421604,"LOWER CHICHESTER, TOWNSHIP OF",DELAWARE COUNTY,PA,1974-05-31T00:00:00.000Z,1978-09-22T00:00:00.000Z,09/02/15,09/22/78,0,1,,,,,,2024-11-09T09:17:50.500Z
421605,"TINICUM, TOWNSHIP OF",DELAWARE COUNTY,PA,1974-12-06T00:00:00.000Z,1980-05-01T00:00:00.000Z,09/02/15,05/01/80,0,1,,,,,,2024-11-09T09:17:50.507Z
421606,"BETHEL, TOWNSHIP OF",DELAWARE COUNTY,PA,1975-01-24T00:00:00.000Z,1979-08-10T00:00:00.000Z,11/18/09,08/10/79,0,1,,,,,,2024-11-09T09:17:50.513Z
421608,"FOX, TOWNSHIP OF",ELK COUNTY,PA,1974-11-15T00:00:00.000Z,1990-11-02T00:00:00.000Z,01/18/12,11/02/90,0,1,,,,,,2024-11-09T09:17:50.519Z
421609,"HIGHLAND, TOWNSHIP OF",ELK COUNTY,PA,1975-01-10T00:00:00.000Z,1986-12-01T00:00:00.000Z,01/18/12(M),12/01/86,0,1,,,,,,2024-11-09T09:17:50.525Z
421610,"HORTON, TOWNSHIP OF",ELK COUNTY,PA,1974-09-13T00:00:00.000Z,1986-12-01T00:00:00.000Z,01/18/12(M),12/01/86,0,1,,,,,,2024-11-09T09:17:50.533Z
421611,"JAY, TOWNSHIP OF",ELK COUNTY,PA,1974-11-15T00:00:00.000Z,1986-12-01T00:00:00.000Z,01/18/12(M),12/01/86,0,1,,,,,,2024-11-09T09:17:50.541Z
421612,"JONES, TOWNSHIP OF",ELK COUNTY,PA,1975-02-21T00:00:00.000Z,1986-12-01T00:00:00.000Z,01/18/12(M),12/01/86,0,1,,,,,,2024-11-09T09:17:50.547Z
421613,"MILLSTONE, TOWNSHIP OF",ELK COUNTY,PA,1975-03-21T00:00:00.000Z,1986-12-01T00:00:00.000Z,01/18/12(M),12/01/86,0,1,,,,,,2024-11-09T09:17:50.554Z
421614,"SPRING CREEK, TOWNSHIP OF",ELK COUNTY,PA,1974-12-06T00:00:00.000Z,1986-12-01T00:00:00.000Z,01/18/12(M),12/01/86,0,1,,,,,,2024-11-09T09:17:50.561Z
421615,"OHIOPYLE, BOROUGH OF",FAYETTE COUNTY,PA,1975-01-31T00:00:00.000Z,1986-12-01T00:00:00.000Z,07/18/17(M),12/01/86,0,1,,,,,,2024-11-09T09:17:50.569Z
120301,"BRANFORD, TOWN OF",SUWANNEE COUNTY,FL,1974-01-09T00:00:00.000Z,1987-01-16T00:00:00.000Z,09/28/07,01/16/87,0,1,,,,,,2024-11-09T09:16:06.393Z
120302,TAYLOR COUNTY*,TAYLOR COUNTY,FL,1975-01-10T00:00:00.000Z,1983-11-16T00:00:00.000Z,02/01/19,11/16/83,0,1,1996-10-01T00:00:00.000Z,2023-10-01T00:00:00.000Z,9,05%,05%,2024-11-09T09:16:06.399Z
120303,"PERRY, CITY OF",TAYLOR COUNTY,FL,1974-03-15T00:00:00.000Z,1982-05-17T00:00:00.000Z,02/01/19,05/17/82,0,1,,,,,,2024-11-09T09:16:06.406Z
120307,"DELAND, CITY OF",VOLUSIA COUNTY,FL,1974-08-02T00:00:00.000Z,1995-07-03T00:00:00.000Z,09/29/17,12/22/80,0,1,,,,,,2024-11-09T09:16:06.411Z
120308,"EDGEWATER, CITY OF",VOLUSIA COUNTY,FL,1974-08-23T00:00:00.000Z,1980-09-03T00:00:00.000Z,09/29/17,09/03/80,0,1,1992-10-01T00:00:00.000Z,2012-10-01T00:00:00.000Z,7,15%,05%,2024-11-09T09:16:06.419Z
120309,"LOXAHATCHEE GROVES, TOWN OF",PALM BEACH COUNTY,FL,,1979-02-01T00:00:00.000Z,10/05/17,05/07/18,0,1,,,,,,2024-11-09T09:16:06.426Z
120312,"PONCE INLET, TOWN OF",VOLUSIA COUNTY,FL,1974-08-09T00:00:00.000Z,1976-10-08T00:00:00.000Z,09/29/17,10/08/76,0,1,2004-05-01T00:00:00.000Z,2014-05-01T00:00:00.000Z,5,25%,10%,2024-11-09T09:16:06.434Z
120313,"PORT ORANGE, CITY OF",VOLUSIA COUNTY,FL,1974-07-19T00:00:00.000Z,1977-05-16T00:00:00.000Z,09/29/17,05/16/77,0,1,1992-10-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,5,25%,10%,2024-11-09T09:16:06.443Z
120314,"SOUTH DAYTONA, CITY OF",VOLUSIA COUNTY,FL,1974-06-28T00:00:00.000Z,1976-10-08T00:00:00.000Z,09/29/17,10/03/76,0,1,1992-10-01T00:00:00.000Z,2023-10-01T00:00:00.000Z,7,15%,05%,2024-11-09T09:16:06.450Z
120315,WAKULLA COUNTY *,WAKULLA COUNTY,FL,1975-02-14T00:00:00.000Z,1981-01-16T00:00:00.000Z,08/02/22,01/16/81,0,1,1993-10-01T00:00:00.000Z,2008-10-01T00:00:00.000Z,7,15%,05%,2024-11-09T09:16:06.456Z
120316,"ST. MARKS, CITY OF",WAKULLA COUNTY,FL,1973-11-09T00:00:00.000Z,1980-03-18T00:00:00.000Z,09/26/14,03/18/80,0,1,1993-10-01T00:00:00.000Z,2008-10-01T00:00:00.000Z,8,10%,05%,2024-11-09T09:16:06.463Z
120317,WALTON COUNTY *,WALTON COUNTY,FL,1975-02-21T00:00:00.000Z,1977-11-16T00:00:00.000Z,12/30/20,11/16/77,0,1,2014-10-01T00:00:00.000Z,2020-05-01T00:00:00.000Z,6,20%,10%,2024-11-09T09:16:06.470Z
120318,"DEFUNIAK SPRINGS, CITY OF",WALTON COUNTY,FL,1974-11-22T00:00:00.000Z,1984-12-21T00:00:00.000Z,09/29/10,12/21/84,0,1,,,,,,2024-11-09T09:16:06.476Z
120319,"FREEPORT, CITY OF",WALTON COUNTY,FL,1976-10-29T00:00:00.000Z,1986-04-30T00:00:00.000Z,12/30/20,12/14/92,0,1,,,,,,2024-11-09T09:16:06.483Z
120321,"CARYVILLE, TOWN OF",WASHINGTON COUNTY,FL,1974-06-28T00:00:00.000Z,1988-02-04T00:00:00.000Z,07/04/11,02/04/88,0,1,,,,,,2024-11-09T09:16:06.490Z
120322,"VERNON, CITY OF",WASHINGTON COUNTY,FL,1974-06-28T00:00:00.000Z,1991-06-17T00:00:00.000Z,07/04/11,01/01/87,0,1,,,,,,2024-11-09T09:16:06.496Z
120324,"BRISTOL, CITY OF",LIBERTY COUNTY,FL,1974-12-13T00:00:00.000Z,2013-06-18T00:00:00.000Z,08/02/22,04/30/14,0,1,,,,,,2024-11-09T09:16:06.502Z
120325,"CHIPLEY,CITY OF",WASHINGTON COUNTY,FL,1974-07-26T00:00:00.000Z,1987-01-01T00:00:00.000Z,07/04/11,01/01/87,0,1,,,,,,2024-11-09T09:16:06.509Z
120326,"HORSESHOE BEACH, TOWN OF",DIXIE COUNTY,FL,1974-08-30T00:00:00.000Z,1983-11-02T00:00:00.000Z,01/18/19,11/02/83,0,1,,,,,,2024-11-09T09:16:06.516Z
120328,"SUNRISE, CITY OF",BROWARD COUNTY,FL,1974-02-22T00:00:00.000Z,1979-03-15T00:00:00.000Z,07/31/24,03/15/79,0,1,1992-10-01T00:00:00.000Z,2002-10-01T00:00:00.000Z,7,15%,05%,2024-11-09T09:16:06.523Z
120329,"MELBOURNE VILLAGE, TOWN OF",BREVARD COUNTY,FL,1976-02-13T00:00:00.000Z,1979-11-15T00:00:00.000Z,03/17/14,11/15/79,0,1,,,,,,2024-11-09T09:16:06.529Z
120330,"OCALA, CITY OF",MARION COUNTY,FL,1975-02-14T00:00:00.000Z,1978-09-22T00:00:00.000Z,04/19/17,09/22/78,0,1,1991-10-01T00:00:00.000Z,2015-10-01T00:00:00.000Z,3,35%,10%,2024-11-09T09:16:06.536Z
120331,JEFFERSON COUNTY *,JEFFERSON COUNTY,FL,1977-12-02T00:00:00.000Z,1991-07-16T00:00:00.000Z,02/05/14,07/16/91,0,1,1996-10-01T00:00:00.000Z,2023-04-01T00:00:00.000Z,8,10%,05%,2024-11-09T09:16:06.542Z
120333,"BROOKSVILLE, CITY OF",HERNANDO COUNTY,FL,1975-02-21T00:00:00.000Z,1982-06-01T00:00:00.000Z,02/02/12,06/01/82,0,1,,,,,,2024-11-09T09:16:06.550Z
120334,"LIVE OAK, CITY OF",SUWANNEE COUNTY,FL,1973-11-23T00:00:00.000Z,1987-07-01T00:00:00.000Z,04/16/13,07/01/87,0,1,,,,,,2024-11-09T09:16:06.559Z
120335,"WEST MELBOURNE, CITY OF",BREVARD COUNTY,FL,1974-03-08T00:00:00.000Z,1980-03-18T00:00:00.000Z,03/17/14,03/18/80,0,1,,,,,,2024-11-09T09:16:06.565Z
120336,DIXIE COUNTY *,DIXIE COUNTY,FL,1977-11-11T00:00:00.000Z,1983-11-02T00:00:00.000Z,01/18/19,11/02/83,0,1,,,,,,2024-11-09T09:16:06.572Z
120337,"MARY ESTHER, CITY OF",OKALOOSA COUNTY,FL,1975-06-27T00:00:00.000Z,1985-07-03T00:00:00.000Z,03/09/21,07/03/85,0,1,2007-10-01T00:00:00.000Z,2016-10-01T00:00:00.000Z,6,20%,10%,2024-11-09T09:16:06.583Z
120338,"NICEVILLE, CITY OF",OKALOOSA COUNTY,FL,1975-09-05T00:00:00.000Z,1985-07-18T00:00:00.000Z,03/09/21,07/18/85,0,1,1993-10-01T00:00:00.000Z,2017-10-01T00:00:00.000Z,6,20%,10%,2024-11-09T09:16:06.589Z
120339,"JAY, TOWN OF",SANTA ROSA COUNTY,FL,1975-10-10T00:00:00.000Z,1986-05-15T00:00:00.000Z,11/19/21,05/15/86,0,1,,,,,,2024-11-09T09:16:06.595Z
120340,"CRYSTAL RIVER, CITY OF",CITRUS COUNTY,FL,1976-03-26T00:00:00.000Z,1984-08-15T00:00:00.000Z,01/15/21,08/15/84,0,1,2016-10-01T00:00:00.000Z,2016-10-01T00:00:00.000Z,7,15%,05%,2024-11-09T09:16:06.602Z
120344,"MICANOPY, TOWN OF",ALACHUA COUNTY,FL,1976-04-16T00:00:00.000Z,2006-06-16T00:00:00.000Z,06/16/06,06/16/06,0,1,,,,,,2024-11-09T09:16:06.611Z
120345,"MIAMI GARDENS, CITY OF",MIAMI-DADE COUNTY,FL,,1972-09-30T00:00:00.000Z,09/11/09,06/21/04,0,1,2009-05-01T00:00:00.000Z,2023-04-01T00:00:00.000Z,7,15%,05%,2024-11-09T09:16:06.620Z
120348,"INVERNESS, CITY OF",CITRUS COUNTY,FL,1978-01-13T00:00:00.000Z,1982-05-17T00:00:00.000Z,09/26/14,05/17/82,0,1,,,,,,2024-11-09T09:16:06.627Z
120349,"FORT WHITE, TOWN OF",COLUMBIA COUNTY,FL,,2009-02-04T00:00:00.000Z,(NSFHA),09/30/13,0,1,,,,,,2024-11-09T09:16:06.633Z
120354,"TRENTON, CITY OF",GILCHRIST COUNTY,FL,1976-04-16T00:00:00.000Z,1988-08-16T00:00:00.000Z,01/19/18,05/27/05,0,1,,,,,,2024-11-09T09:16:06.639Z
120365,"MONTICELLO, CITY OF",JEFFERSON COUNTY,FL,1976-07-23T00:00:00.000Z,1986-06-03T00:00:00.000Z,02/05/14,06/03/86,0,1,,,,,,2024-11-09T09:16:06.646Z
120373,"CEDAR KEY, CITY OF",LEVY COUNTY,FL,1977-07-22T00:00:00.000Z,1984-03-01T00:00:00.000Z,01/18/19,03/01/84,0,1,2021-04-01T00:00:00.000Z,2021-04-01T00:00:00.000Z,9,05%,05%,2024-11-09T09:16:06.652Z
120381,"WINDERMERE, TOWN OF",ORANGE COUNTY,FL,1977-04-22T00:00:00.000Z,1984-12-18T00:00:00.000Z,09/24/21,12/18/84,0,1,,,,,,2024-11-09T09:16:06.658Z
120383,"BELLEVIEW, CITY OF",MARION COUNTY,FL,1985-06-18T00:00:00.000Z,2008-08-28T00:00:00.000Z,(NSFHA),06/18/85,0,1,,,,,,2024-11-09T09:16:06.665Z
120385,"EAGLE LAKE, CITY OF",POLK COUNTY,FL,,2000-12-20T00:00:00.000Z,12/22/16,10/01/03,0,1,,,,,,2024-11-09T09:16:06.671Z
120387,"FRUITLAND PARK, CITY OF",LAKE COUNTY,FL,1977-01-14T00:00:00.000Z,1984-09-05T00:00:00.000Z,12/18/12,09/05/84,0,1,,,,,,2024-11-09T09:16:06.678Z
120390,"LAKE WALES, CITY OF",POLK COUNTY,FL,1975-10-17T00:00:00.000Z,1988-03-16T00:00:00.000Z,12/22/16,03/16/88,0,1,,,,,,2024-11-09T09:16:06.684Z
120391,"INTERLACHEN, TOWN OF",PUTNAM COUNTY,FL,1976-12-03T00:00:00.000Z,1979-12-04T00:00:00.000Z,02/02/12,12/04/79,0,1,,,,,,2024-11-09T09:16:06.692Z
120392,"CHIEFLAND, CITY OF",LEVY COUNTY,FL,,2012-11-02T00:00:00.000Z,11/02/12,01/14/14,0,1,,,,,,2024-11-09T09:16:06.699Z
120393,"WILLISTON, CITY OF",LEVY COUNTY,FL,,2012-11-02T00:00:00.000Z,11/02/12,09/08/17,0,1,,,,,,2024-11-09T09:16:06.706Z
120402,"SANIBEL, CITY OF",LEE COUNTY,FL,1976-07-23T00:00:00.000Z,1979-04-16T00:00:00.000Z,11/17/22,04/16/79,0,1,1991-10-01T00:00:00.000Z,2001-05-01T00:00:00.000Z,5,25%,10%,2024-11-09T09:16:06.712Z
120406,"LAKE CITY, CITY OF",COLUMBIA COUNTY,FL,1976-10-29T00:00:00.000Z,1988-01-06T00:00:00.000Z,11/02/18,01/06/88,0,1,,,,,,2024-11-09T09:16:06.732Z
120407,WASHINGTON COUNTY *,WASHINGTON COUNTY,FL,1977-11-04T00:00:00.000Z,1991-06-17T00:00:00.000Z,07/04/11,06/17/91,0,1,,,,,,2024-11-09T09:16:06.739Z
120408,"CRESCENT CITY, CITY OF",PUTNAM COUNTY,FL,1976-12-03T00:00:00.000Z,1979-12-18T00:00:00.000Z,02/02/12,12/18/79,0,1,,,,,,2024-11-09T09:16:06.745Z
120409,"DUNDEE, TOWN OF",POLK COUNTY,FL,1977-01-21T00:00:00.000Z,1980-11-19T00:00:00.000Z,12/22/16,11/19/80,0,1,,,,,,2024-11-09T09:16:06.752Z
421616,"PERRYOPOLIS, BOROUGH OF",FAYETTE COUNTY,PA,1977-07-22T00:00:00.000Z,1982-02-03T00:00:00.000Z,07/18/17,02/03/82,0,1,,,,,,2024-11-09T09:17:50.577Z
421617,"POINT MARION, BOROUGH OF",FAYETTE COUNTY,PA,1974-11-15T00:00:00.000Z,1988-07-04T00:00:00.000Z,07/18/17,07/04/88,0,1,,,,,,2024-11-09T09:17:50.585Z
421620,"VANDERBILT, BOROUGH OF",FAYETTE COUNTY,PA,1975-01-31T00:00:00.000Z,1987-01-01T00:00:00.000Z,07/18/17(M),01/01/87,0,1,,,,,,2024-11-09T09:17:50.592Z
